Starting code formatting
results/accepted_code/deepseekcoder7b-file_exists-py-java.java:6:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-file_exists-py-java.java:9:6: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-file_exists-py-java.java:11:37: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-file_exists-py-java.java:11:43: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-file_exists-py-java.java:11:46: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-file_exists-py-java.java:11:55: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-file_exists-py-java.java:12:55: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-file_exists-py-java.java:12:61: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-file_exists-py-java.java:12:64: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-file_exists-py-java.java:12:73: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-file_exists-py-java.java:14:6: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-file_exists-py-java.java:18:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-file_exists-py-java.java:21:6: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-file_exists-py-java.java:26:6: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-file_rename-c-java.java:9:31: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-file_rename-c-java.java:9:37: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-file_rename-c-java.java:9:32: error: not a statement
results/accepted_code/deepseekcoder7b-file_rename-c-java.java:9:40: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-file_rename-c-java.java:9:38: error: not a statement
results/accepted_code/deepseekcoder7b-file_rename-c-java.java:9:49: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-file_rename-c-java.java:9:41: error: not a statement
results/accepted_code/deepseekcoder7b-file_rename-c-java.java:9:80: error: ';' expected
results/accepted_code/deepseekcoder7b-file_rename-c-java.java:9:100: error: not a statement
results/accepted_code/deepseekcoder7b-file_rename-c-java.java:9:117: error: ';' expected
results/accepted_code/deepseekcoder7b-file_rename-cpp-java.java:11:27: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-file_rename-cpp-java.java:11:33: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-file_rename-cpp-java.java:11:28: error: not a statement
results/accepted_code/deepseekcoder7b-file_rename-cpp-java.java:11:36: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-file_rename-cpp-java.java:11:34: error: not a statement
results/accepted_code/deepseekcoder7b-file_rename-cpp-java.java:11:45: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-file_rename-cpp-java.java:11:37: error: not a statement
results/accepted_code/deepseekcoder7b-file_rename-cpp-java.java:11:76: error: ';' expected
results/accepted_code/deepseekcoder7b-file_rename-rs-java.java:12:33: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-file_rename-rs-java.java:12:39: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-file_rename-rs-java.java:12:34: error: not a statement
results/accepted_code/deepseekcoder7b-file_rename-rs-java.java:12:42: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-file_rename-rs-java.java:12:40: error: not a statement
results/accepted_code/deepseekcoder7b-file_rename-rs-java.java:12:51: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-file_rename-rs-java.java:12:43: error: not a statement
results/accepted_code/deepseekcoder7b-file_rename-rs-java.java:28:76: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-file_rename-rs-java.java:28:82: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-file_rename-rs-java.java:28:77: error: not a statement
results/accepted_code/deepseekcoder7b-file_rename-rs-java.java:28:85: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-file_rename-rs-java.java:28:83: error: not a statement
results/accepted_code/deepseekcoder7b-file_rename-rs-java.java:28:94: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-file_rename-rs-java.java:28:86: error: not a statement
results/accepted_code/deepseekcoder7b-file_rename-rs-java.java:28:96: error: not a statement
results/accepted_code/deepseekcoder7b-file_rename-rs-java.java:28:105: error: ';' expected
results/accepted_code/deepseekcoder7b-file_size-c-java.java:9:89: error: illegal start of expression
results/accepted_code/deepseekcoder7b-int_arith-rs-java.java:28:10: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-int_arith-rs-java.java:28:16: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-int_arith-rs-java.java:28:11: error: not a statement
results/accepted_code/deepseekcoder7b-int_arith-rs-java.java:28:19: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-int_arith-rs-java.java:28:17: error: not a statement
results/accepted_code/deepseekcoder7b-int_arith-rs-java.java:28:28: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-int_arith-rs-java.java:28:20: error: not a statement
results/accepted_code/deepseekcoder7b-int_arith-rs-java.java:28:31: error: reached end of file while parsing
results/accepted_code/deepseekcoder7b-int_cmp-c-java.java:16:25: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-int_cmp-c-java.java:16:24: error: not a statement
results/accepted_code/deepseekcoder7b-int_cmp-c-java.java:16:31: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-int_cmp-c-java.java:16:26: error: not a statement
results/accepted_code/deepseekcoder7b-int_cmp-c-java.java:16:34: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-int_cmp-c-java.java:16:32: error: not a statement
results/accepted_code/deepseekcoder7b-int_cmp-c-java.java:16:43: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-int_cmp-c-java.java:16:35: error: not a statement
results/accepted_code/deepseekcoder7b-int_factors-c-java.java:26:25: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-int_factors-c-java.java:26:24: error: not a statement
results/accepted_code/deepseekcoder7b-int_factors-c-java.java:26:31: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-int_factors-c-java.java:26:26: error: not a statement
results/accepted_code/deepseekcoder7b-int_factors-c-java.java:26:34: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-int_factors-c-java.java:26:32: error: not a statement
results/accepted_code/deepseekcoder7b-int_factors-c-java.java:26:43: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-int_factors-c-java.java:26:35: error: not a statement
results/accepted_code/deepseekcoder7b-int_factors-py-java.java:6:25: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-int_factors-py-java.java:6:24: error: not a statement
results/accepted_code/deepseekcoder7b-int_factors-py-java.java:6:31: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-int_factors-py-java.java:6:26: error: not a statement
results/accepted_code/deepseekcoder7b-int_factors-py-java.java:6:34: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-int_factors-py-java.java:6:32: error: not a statement
results/accepted_code/deepseekcoder7b-int_factors-py-java.java:6:43: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-int_factors-py-java.java:6:35: error: not a statement
results/accepted_code/deepseekcoder7b-logic_ops-cpp-java.java:1:2: error: java.lang.IllegalStateException: Expected the current token to be at position -1, found: Token{tok=Tok{index=0, text=public, position=0, columnI=0, isToken=true}, toksBefore=[], toksAfter=[Tok{index=-1, text= , position=6, columnI=6, isToken=false}]}
	at com.google.common.base.Preconditions.checkState(Preconditions.java:715)
	at com.google.googlejavaformat.OpsBuilder.peekTokens(OpsBuilder.java:292)
	at com.google.googlejavaformat.java.JavaInputAstVisitor.splitModifiers(JavaInputAstVisitor.java:2439)
	at com.google.googlejavaformat.java.JavaInputAstVisitor.visitModifiers(JavaInputAstVisitor.java:2289)
	at com.google.googlejavaformat.java.JavaInputAstVisitor.visitModifiers(JavaInputAstVisitor.java:2275)
	at com.google.googlejavaformat.java.JavaInputAstVisitor.typeDeclarationModifiers(JavaInputAstVisitor.java:2249)
	at com.google.googlejavaformat.java.JavaInputAstVisitor.visitClassDeclaration(JavaInputAstVisitor.java:2024)
	at com.google.googlejavaformat.java.java17.Java17InputAstVisitor.visitClass(Java17InputAstVisitor.java:126)
	at com.google.googlejavaformat.java.java17.Java17InputAstVisitor.visitClass(Java17InputAstVisitor.java:51)
	at jdk.compiler/com.sun.tools.javac.tree.JCTree$JCClassDecl.accept(JCTree.java:855)
	at jdk.compiler/com.sun.source.util.TreePathScanner.scan(TreePathScanner.java:92)
	at com.google.googlejavaformat.java.JavaInputAstVisitor.scan(JavaInputAstVisitor.java:357)
	at com.google.googlejavaformat.java.java21.Java21InputAstVisitor.scan(Java21InputAstVisitor.java:100)
	at com.google.googlejavaformat.java.JavaInputAstVisitor.visitCompilationUnit(JavaInputAstVisitor.java:402)
	at com.google.googlejavaformat.java.JavaInputAstVisitor.visitCompilationUnit(JavaInputAstVisitor.java:167)
	at jdk.compiler/com.sun.tools.javac.tree.JCTree$JCCompilationUnit.accept(JCTree.java:623)
	at jdk.compiler/com.sun.source.util.TreePathScanner.scan(TreePathScanner.java:92)
	at com.google.googlejavaformat.java.JavaInputAstVisitor.scan(JavaInputAstVisitor.java:357)
	at com.google.googlejavaformat.java.java21.Java21InputAstVisitor.scan(Java21InputAstVisitor.java:100)
	at com.google.googlejavaformat.java.Formatter.format(Formatter.java:165)
	at com.google.googlejavaformat.java.Formatter.getFormatReplacements(Formatter.java:283)
	at com.google.googlejavaformat.java.Formatter.formatSource(Formatter.java:257)
	at com.google.googlejavaformat.java.FormatFileCallable.call(FormatFileCallable.java:75)
	at com.google.googlejavaformat.java.FormatFileCallable.call(FormatFileCallable.java:29)
	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:317)
	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:572)
	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:317)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)
	at java.base/java.lang.Thread.run(Thread.java:1570)

results/accepted_code/deepseekcoder7b-str_append-go-java.java:6:21: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_append-go-java.java:6:20: error: not a statement
results/accepted_code/deepseekcoder7b-str_append-go-java.java:6:27: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_append-go-java.java:6:22: error: not a statement
results/accepted_code/deepseekcoder7b-str_append-go-java.java:6:30: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_append-go-java.java:6:28: error: not a statement
results/accepted_code/deepseekcoder7b-str_append-go-java.java:6:39: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_append-go-java.java:6:31: error: not a statement
results/accepted_code/deepseekcoder7b-str_cmp-js-java.java:10:16: error: not a statement
results/accepted_code/deepseekcoder7b-str_cmp-js-java.java:11:16: error: not a statement
results/accepted_code/deepseekcoder7b-str_cmp-js-java.java:10:24: error: ';' expected
results/accepted_code/deepseekcoder7b-str_cmp-js-java.java:10:44: error: ';' expected
results/accepted_code/deepseekcoder7b-str_cmp-js-java.java:11:24: error: ';' expected
results/accepted_code/deepseekcoder7b-str_cmp-js-java.java:11:47: error: ';' expected
results/accepted_code/deepseekcoder7b-str_cmp-rs-java.java:14:25: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_cmp-rs-java.java:14:24: error: not a statement
results/accepted_code/deepseekcoder7b-str_cmp-rs-java.java:14:31: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_cmp-rs-java.java:14:26: error: not a statement
results/accepted_code/deepseekcoder7b-str_cmp-rs-java.java:14:34: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_cmp-rs-java.java:14:32: error: not a statement
results/accepted_code/deepseekcoder7b-str_cmp-rs-java.java:14:43: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_cmp-rs-java.java:14:35: error: not a statement
results/accepted_code/deepseekcoder7b-str_cmp-rs-java.java:14:48: error: not a statement
results/accepted_code/deepseekcoder7b-str_cmp-rs-java.java:14:54: error: ';' expected
results/accepted_code/deepseekcoder7b-str_interp-go-java.java:6:21: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_interp-go-java.java:6:20: error: not a statement
results/accepted_code/deepseekcoder7b-str_interp-go-java.java:6:27: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_interp-go-java.java:6:22: error: not a statement
results/accepted_code/deepseekcoder7b-str_interp-go-java.java:6:30: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_interp-go-java.java:6:28: error: not a statement
results/accepted_code/deepseekcoder7b-str_interp-go-java.java:6:39: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_interp-go-java.java:6:31: error: not a statement
results/accepted_code/deepseekcoder7b-str_match-js-java.java:17:10: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_match-js-java.java:17:16: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_match-js-java.java:17:11: error: not a statement
results/accepted_code/deepseekcoder7b-str_match-js-java.java:17:19: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_match-js-java.java:17:17: error: not a statement
results/accepted_code/deepseekcoder7b-str_match-js-java.java:17:28: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_match-js-java.java:17:20: error: not a statement
results/accepted_code/deepseekcoder7b-str_prepend-cpp-java.java:13:6: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_prepend-cpp-java.java:13:12: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_prepend-cpp-java.java:13:7: error: not a statement
results/accepted_code/deepseekcoder7b-str_prepend-cpp-java.java:13:15: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_prepend-cpp-java.java:13:13: error: not a statement
results/accepted_code/deepseekcoder7b-str_prepend-cpp-java.java:13:24: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_prepend-cpp-java.java:13:16: error: not a statement
results/accepted_code/deepseekcoder7b-str_prepend-cpp-java.java:13:43: error: reached end of file while parsing
results/accepted_code/deepseekcoder7b-str_prepend-js-java.java:2:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-str_prepend-js-java.java:3:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-str_prepend-js-java.java:5:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-str_prepend-js-java.java:6:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-str_substring-go-java.java:8:21: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_substring-go-java.java:8:20: error: not a statement
results/accepted_code/deepseekcoder7b-str_substring-go-java.java:8:27: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_substring-go-java.java:8:22: error: not a statement
results/accepted_code/deepseekcoder7b-str_substring-go-java.java:8:30: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_substring-go-java.java:8:28: error: not a statement
results/accepted_code/deepseekcoder7b-str_substring-go-java.java:8:39: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_substring-go-java.java:8:31: error: not a statement
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:6:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:9:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:12:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:14:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:16:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:23:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:25:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:27:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:28:13: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:28:19: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:28:22: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:28:31: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:28:72: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:28:76: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:28:79: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:28:88: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:28:91: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:28:97: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:28:100: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_substring-js-java.java:28:109: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_substring-rs-java.java:6:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-str_substring-rs-java.java:9:13: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_substring-rs-java.java:9:19: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_substring-rs-java.java:9:22: error: illegal character: '\u2581'
results/accepted_code/deepseekcoder7b-str_substring-rs-java.java:9:31: error: illegal character: '\uff5c'
results/accepted_code/deepseekcoder7b-str_substring-rs-java.java:12:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-str_substring-rs-java.java:14:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-str_substring-rs-java.java:18:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-str_substring-rs-java.java:20:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-str_substring-rs-java.java:24:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoder7b-str_substring-rs-java.java:26:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoderv2-bit_ops-cpp-java.java:27:60: error: ')' or ',' expected
results/accepted_code/deepseekcoderv2-bit_ops-cpp-java.java:27:61: error: not a statement
results/accepted_code/deepseekcoderv2-bit_ops-cpp-java.java:27:62: error: ';' expected
results/accepted_code/deepseekcoderv2-bit_ops-cpp-java.java:27:64: error: not a statement
results/accepted_code/deepseekcoderv2-bit_ops-cpp-java.java:27:65: error: ';' expected
results/accepted_code/deepseekcoderv2-bit_ops-cpp-java.java:31:60: error: ')' or ',' expected
results/accepted_code/deepseekcoderv2-bit_ops-cpp-java.java:31:61: error: not a statement
results/accepted_code/deepseekcoderv2-bit_ops-cpp-java.java:31:62: error: ';' expected
results/accepted_code/deepseekcoderv2-bit_ops-cpp-java.java:31:64: error: not a statement
results/accepted_code/deepseekcoderv2-bit_ops-cpp-java.java:31:65: error: ';' expected
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:3:28: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:4:2: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:5:28: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:6:2: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:9:28: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:10:2: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:11:28: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:12:2: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:13:28: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:14:2: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:15:28: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:16:2: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:24:28: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:25:2: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:26:28: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:27:2: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:30:28: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:31:2: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:32:28: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:33:2: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:36:28: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:37:2: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:38:28: error: unclosed string literal
results/accepted_code/deepseekcoderv2-bit_ops-go-java.java:39:2: error: unclosed string literal
results/accepted_code/deepseekcoderv2-dir_make-js-java.java:1:8: error: <identifier> expected
results/accepted_code/deepseekcoderv2-dir_make-js-java.java:1:10: error: ';' expected
results/accepted_code/deepseekcoderv2-dir_make-js-java.java:2:8: error: <identifier> expected
results/accepted_code/deepseekcoderv2-dir_make-js-java.java:2:10: error: ';' expected
results/accepted_code/deepseekcoderv2-dir_make-js-java.java:2:22: error: unclosed character literal
results/accepted_code/deepseekcoderv2-dir_make-js-java.java:2:25: error: unclosed character literal
results/accepted_code/deepseekcoderv2-dir_make-js-java.java:6:6: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoderv2-dir_make-js-java.java:7:34: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoderv2-dir_make-js-java.java:9:19: error: unclosed character literal
results/accepted_code/deepseekcoderv2-dir_make-js-java.java:9:26: error: unclosed character literal
results/accepted_code/deepseekcoderv2-dir_make-js-java.java:11:18: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoderv2-dir_make-js-java.java:12:21: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoderv2-dir_make-js-java.java:14:10: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoderv2-dir_make-js-java.java:16:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoderv2-file_create-cpp-java.java:1:2: error: illegal character: '#'
results/accepted_code/deepseekcoderv2-file_create-cpp-java.java:2:2: error: illegal character: '#'
results/accepted_code/deepseekcoderv2-file_create-cpp-java.java:3:2: error: illegal character: '#'
results/accepted_code/deepseekcoderv2-file_create-cpp-java.java:9:21: error: not a statement
results/accepted_code/deepseekcoderv2-file_create-cpp-java.java:12:55: error: not a statement
results/accepted_code/deepseekcoderv2-file_create-cpp-java.java:17:52: error: not a statement
results/accepted_code/deepseekcoderv2-file_create-cpp-java.java:19:52: error: not a statement
results/accepted_code/deepseekcoderv2-file_create-cpp-java.java:7:25: error: ';' expected
results/accepted_code/deepseekcoderv2-file_size-go-java.java:1:2: error: java.lang.IllegalStateException: Expected the current token to be at position -1, found: Token{tok=Tok{index=0, text=public, position=0, columnI=0, isToken=true}, toksBefore=[], toksAfter=[Tok{index=-1, text= , position=6, columnI=6, isToken=false}]}
	at com.google.common.base.Preconditions.checkState(Preconditions.java:715)
	at com.google.googlejavaformat.OpsBuilder.peekTokens(OpsBuilder.java:292)
	at com.google.googlejavaformat.java.JavaInputAstVisitor.splitModifiers(JavaInputAstVisitor.java:2439)
	at com.google.googlejavaformat.java.JavaInputAstVisitor.visitModifiers(JavaInputAstVisitor.java:2289)
	at com.google.googlejavaformat.java.JavaInputAstVisitor.visitModifiers(JavaInputAstVisitor.java:2275)
	at com.google.googlejavaformat.java.JavaInputAstVisitor.typeDeclarationModifiers(JavaInputAstVisitor.java:2249)
	at com.google.googlejavaformat.java.JavaInputAstVisitor.visitClassDeclaration(JavaInputAstVisitor.java:2024)
	at com.google.googlejavaformat.java.java17.Java17InputAstVisitor.visitClass(Java17InputAstVisitor.java:126)
	at com.google.googlejavaformat.java.java17.Java17InputAstVisitor.visitClass(Java17InputAstVisitor.java:51)
	at jdk.compiler/com.sun.tools.javac.tree.JCTree$JCClassDecl.accept(JCTree.java:855)
	at jdk.compiler/com.sun.source.util.TreePathScanner.scan(TreePathScanner.java:92)
	at com.google.googlejavaformat.java.JavaInputAstVisitor.scan(JavaInputAstVisitor.java:357)
	at com.google.googlejavaformat.java.java21.Java21InputAstVisitor.scan(Java21InputAstVisitor.java:100)
	at com.google.googlejavaformat.java.JavaInputAstVisitor.visitCompilationUnit(JavaInputAstVisitor.java:402)
	at com.google.googlejavaformat.java.JavaInputAstVisitor.visitCompilationUnit(JavaInputAstVisitor.java:167)
	at jdk.compiler/com.sun.tools.javac.tree.JCTree$JCCompilationUnit.accept(JCTree.java:623)
	at jdk.compiler/com.sun.source.util.TreePathScanner.scan(TreePathScanner.java:92)
	at com.google.googlejavaformat.java.JavaInputAstVisitor.scan(JavaInputAstVisitor.java:357)
	at com.google.googlejavaformat.java.java21.Java21InputAstVisitor.scan(Java21InputAstVisitor.java:100)
	at com.google.googlejavaformat.java.Formatter.format(Formatter.java:165)
	at com.google.googlejavaformat.java.Formatter.getFormatReplacements(Formatter.java:283)
	at com.google.googlejavaformat.java.Formatter.formatSource(Formatter.java:257)
	at com.google.googlejavaformat.java.FormatFileCallable.call(FormatFileCallable.java:75)
	at com.google.googlejavaformat.java.FormatFileCallable.call(FormatFileCallable.java:29)
	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:317)
	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:572)
	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:317)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)
	at java.base/java.lang.Thread.run(Thread.java:1570)

results/accepted_code/deepseekcoderv2-file_size-py-java.java:4:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoderv2-file_size-py-java.java:7:6: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoderv2-file_size-py-java.java:9:6: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoderv2-file_size-py-java.java:12:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoderv2-logic_ops-cpp-java.java:2:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoderv2-logic_ops-cpp-java.java:4:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoderv2-logic_ops-cpp-java.java:4:15: error: illegal character: '\u201c'
results/accepted_code/deepseekcoderv2-logic_ops-cpp-java.java:4:27: error: illegal character: '\u201d'
results/accepted_code/deepseekcoderv2-logic_ops-cpp-java.java:4:44: error: illegal character: '\u201c'
results/accepted_code/deepseekcoderv2-logic_ops-cpp-java.java:5:2: error: illegal character: '\u201d'
results/accepted_code/deepseekcoderv2-logic_ops-cpp-java.java:6:2: error: class, interface, enum, or record expected
results/accepted_code/deepseekcoderv2-logic_ops-cpp-java.java:6:15: error: illegal character: '\u201c'
results/accepted_code/deepseekcoderv2-logic_ops-cpp-java.java:6:26: error: illegal character: '\u201d'
results/accepted_code/deepseekcoderv2-logic_ops-cpp-java.java:6:43: error: illegal character: '\u201c'
